Site,Date/Time,Temp (C),QC_flag
LiTN1,5/2/13 17:32,14.5,
LiTN1,5/2/13 18:32,14.5,
LiTN1,5/2/13 19:32,14.5,
LiTN1,5/2/13 20:32,14.5,
LiTN1,5/2/13 21:32,14,
LiTN1,5/2/13 22:32,14,
LiTN1,5/2/13 23:32,14,
LiTN1,5/3/13 0:32,14,
LiTN1,5/3/13 1:32,14,
LiTN1,5/3/13 2:32,14,
LiTN1,5/3/13 3:32,14,
LiTN1,5/3/13 4:32,14,
LiTN1,5/3/13 5:32,14,
LiTN1,5/3/13 6:32,14,
LiTN1,5/3/13 7:32,14,
LiTN1,5/3/13 8:32,14,
LiTN1,5/3/13 9:32,14,
LiTN1,5/3/13 10:32,14,
LiTN1,5/3/13 11:32,14,
LiTN1,5/3/13 12:32,14.5,
LiTN1,5/3/13 13:32,14.5,
LiTN1,5/3/13 14:32,14.5,
LiTN1,5/3/13 15:32,14,
LiTN1,5/3/13 16:32,14,
LiTN1,5/3/13 17:32,14,
LiTN1,5/3/13 18:32,14,
LiTN1,5/3/13 19:32,14,
LiTN1,5/3/13 20:32,14,
LiTN1,5/3/13 21:32,14,
LiTN1,5/3/13 22:32,14,
LiTN1,5/3/13 23:32,14,
LiTN1,5/4/13 0:32,14,
LiTN1,5/4/13 1:32,14,
LiTN1,5/4/13 2:32,14,
LiTN1,5/4/13 3:32,14,
LiTN1,5/4/13 4:32,13.5,
LiTN1,5/4/13 5:32,13.5,
LiTN1,5/4/13 6:32,13.5,
LiTN1,5/4/13 7:32,13.5,
LiTN1,5/4/13 8:32,13,
LiTN1,5/4/13 9:32,13,
LiTN1,5/4/13 10:32,13,
LiTN1,5/4/13 11:32,13,
LiTN1,5/4/13 12:32,13,
LiTN1,5/4/13 13:32,13,
LiTN1,5/4/13 14:32,13,
LiTN1,5/4/13 15:32,12.5,
LiTN1,5/4/13 16:32,12.5,
LiTN1,5/4/13 17:32,12.5,
LiTN1,5/4/13 18:32,12.5,
LiTN1,5/4/13 19:32,12.5,
LiTN1,5/4/13 20:32,12.5,
LiTN1,5/4/13 21:32,12,
LiTN1,5/4/13 22:32,12,
LiTN1,5/4/13 23:32,12,
LiTN1,5/5/13 0:32,12,
LiTN1,5/5/13 1:32,12,
LiTN1,5/5/13 2:32,12,
LiTN1,5/5/13 3:32,12,
LiTN1,5/5/13 4:32,12,
LiTN1,5/5/13 5:32,11.5,
LiTN1,5/5/13 6:32,11.5,
LiTN1,5/5/13 7:32,11.5,
LiTN1,5/5/13 8:32,11.5,
LiTN1,5/5/13 9:32,11.5,
LiTN1,5/5/13 10:32,11.5,
LiTN1,5/5/13 11:32,11.5,
LiTN1,5/5/13 12:32,11.5,
LiTN1,5/5/13 13:32,11.5,
LiTN1,5/5/13 14:32,11.5,
LiTN1,5/5/13 15:32,11.5,
LiTN1,5/5/13 16:32,12,
LiTN1,5/5/13 17:32,11.5,
LiTN1,5/5/13 18:32,12,
LiTN1,5/5/13 19:32,12,
LiTN1,5/5/13 20:32,12,
LiTN1,5/5/13 21:32,12,
LiTN1,5/5/13 22:32,12,
LiTN1,5/5/13 23:32,12,
LiTN1,5/6/13 0:32,11.5,
LiTN1,5/6/13 1:32,11.5,
LiTN1,5/6/13 2:32,11.5,
LiTN1,5/6/13 3:32,11.5,
LiTN1,5/6/13 4:32,11.5,
LiTN1,5/6/13 5:32,11.5,
LiTN1,5/6/13 6:32,11.5,
LiTN1,5/6/13 7:32,11,
LiTN1,5/6/13 8:32,11,
LiTN1,5/6/13 9:32,11,
LiTN1,5/6/13 10:32,11,
LiTN1,5/6/13 11:32,11.5,
LiTN1,5/6/13 12:32,11.5,
LiTN1,5/6/13 13:32,11.5,
LiTN1,5/6/13 14:32,12,
LiTN1,5/6/13 15:32,12,
LiTN1,5/6/13 16:32,12,
LiTN1,5/6/13 17:32,12.5,
LiTN1,5/6/13 18:32,12.5,
LiTN1,5/6/13 19:32,12,
LiTN1,5/6/13 20:32,12,
LiTN1,5/6/13 21:32,12,
LiTN1,5/6/13 22:32,12,
LiTN1,5/6/13 23:32,12,
LiTN1,5/7/13 0:32,11.5,
LiTN1,5/7/13 1:32,11.5,
LiTN1,5/7/13 2:32,11.5,
LiTN1,5/7/13 3:32,11,
LiTN1,5/7/13 4:32,11,
LiTN1,5/7/13 5:32,11,
LiTN1,5/7/13 6:32,11,
LiTN1,5/7/13 7:32,10.5,
LiTN1,5/7/13 8:32,10.5,
LiTN1,5/7/13 9:32,10.5,
LiTN1,5/7/13 10:32,10.5,
LiTN1,5/7/13 11:32,10.5,
LiTN1,5/7/13 12:32,11,
LiTN1,5/7/13 13:32,11,
LiTN1,5/7/13 14:32,11.5,
LiTN1,5/7/13 15:32,12,
LiTN1,5/7/13 16:32,12,
LiTN1,5/7/13 17:32,12,
LiTN1,5/7/13 18:32,12.5,
LiTN1,5/7/13 19:32,12.5,
LiTN1,5/7/13 20:32,12.5,
LiTN1,5/7/13 21:32,13,
LiTN1,5/7/13 22:32,13,
LiTN1,5/7/13 23:32,13,
LiTN1,5/8/13 0:32,13,
LiTN1,5/8/13 1:32,13,
LiTN1,5/8/13 2:32,12.5,
LiTN1,5/8/13 3:32,12.5,
LiTN1,5/8/13 4:32,12.5,
LiTN1,5/8/13 5:32,12,
LiTN1,5/8/13 6:32,12,
LiTN1,5/8/13 7:32,12,
LiTN1,5/8/13 8:32,12,
LiTN1,5/8/13 9:32,11.5,
LiTN1,5/8/13 10:32,12,
LiTN1,5/8/13 11:32,12,
LiTN1,5/8/13 12:32,12,
LiTN1,5/8/13 13:32,12,
LiTN1,5/8/13 14:32,12,
LiTN1,5/8/13 15:32,12,
LiTN1,5/8/13 16:32,12,
LiTN1,5/8/13 17:32,12,
LiTN1,5/8/13 18:32,12.5,
LiTN1,5/8/13 19:32,12.5,
LiTN1,5/8/13 20:32,12.5,
LiTN1,5/8/13 21:32,12.5,
LiTN1,5/8/13 22:32,12.5,
LiTN1,5/8/13 23:32,12.5,
LiTN1,5/9/13 0:32,12.5,
LiTN1,5/9/13 1:32,12.5,
LiTN1,5/9/13 2:32,12.5,
LiTN1,5/9/13 3:32,12.5,
LiTN1,5/9/13 4:32,12.5,
LiTN1,5/9/13 5:32,12.5,
LiTN1,5/9/13 6:32,12.5,
LiTN1,5/9/13 7:32,12.5,
LiTN1,5/9/13 8:32,12.5,
LiTN1,5/9/13 9:32,12.5,
LiTN1,5/9/13 10:32,12.5,
LiTN1,5/9/13 11:32,12.5,
LiTN1,5/9/13 12:32,13,
LiTN1,5/9/13 13:32,13,
LiTN1,5/9/13 14:32,13.5,
LiTN1,5/9/13 15:32,13.5,
LiTN1,5/9/13 16:32,14,
LiTN1,5/9/13 17:32,14,
LiTN1,5/9/13 18:32,14,
LiTN1,5/9/13 19:32,14,
LiTN1,5/9/13 20:32,14,
LiTN1,5/9/13 21:32,14.5,
LiTN1,5/9/13 22:32,14.5,
LiTN1,5/9/13 23:32,14.5,
LiTN1,5/10/13 0:32,14.5,
LiTN1,5/10/13 1:32,14.5,
LiTN1,5/10/13 2:32,14.5,
LiTN1,5/10/13 3:32,14.5,
LiTN1,5/10/13 4:32,14,
LiTN1,5/10/13 5:32,14,
LiTN1,5/10/13 6:32,14,
LiTN1,5/10/13 7:32,13.5,
LiTN1,5/10/13 8:32,13.5,
LiTN1,5/10/13 9:32,13.5,
LiTN1,5/10/13 10:32,13.5,
LiTN1,5/10/13 11:32,13.5,
LiTN1,5/10/13 12:32,14,
LiTN1,5/10/13 13:32,14,
LiTN1,5/10/13 14:32,13.5,
LiTN1,5/10/13 15:32,14,
LiTN1,5/10/13 16:32,14,
LiTN1,5/10/13 17:32,14,
LiTN1,5/10/13 18:32,14,
LiTN1,5/10/13 19:32,14,
LiTN1,5/10/13 20:32,14,
LiTN1,5/10/13 21:32,14,
LiTN1,5/10/13 22:32,14,
LiTN1,5/10/13 23:32,14.5,
LiTN1,5/11/13 0:32,14.5,
LiTN1,5/11/13 1:32,14.5,
LiTN1,5/11/13 2:32,14.5,
LiTN1,5/11/13 3:32,14.5,
LiTN1,5/11/13 4:32,14.5,
LiTN1,5/11/13 5:32,14.5,
LiTN1,5/11/13 6:32,14.5,
LiTN1,5/11/13 7:32,14,
LiTN1,5/11/13 8:32,14,
LiTN1,5/11/13 9:32,14,
LiTN1,5/11/13 10:32,14,
LiTN1,5/11/13 11:32,14,
LiTN1,5/11/13 12:32,14.5,
LiTN1,5/11/13 13:32,14.5,
LiTN1,5/11/13 14:32,14.5,
LiTN1,5/11/13 15:32,14.5,
LiTN1,5/11/13 16:32,15,
LiTN1,5/11/13 17:32,14.5,
LiTN1,5/11/13 18:32,14.5,
LiTN1,5/11/13 19:32,15,
LiTN1,5/11/13 20:32,15,
LiTN1,5/11/13 21:32,15,
LiTN1,5/11/13 22:32,15,
LiTN1,5/11/13 23:32,15,
LiTN1,5/12/13 0:32,15,
LiTN1,5/12/13 1:32,15,
LiTN1,5/12/13 2:32,14.5,
LiTN1,5/12/13 3:32,14.5,
LiTN1,5/12/13 4:32,14.5,
LiTN1,5/12/13 5:32,14,
LiTN1,5/12/13 6:32,14,
LiTN1,5/12/13 7:32,14,
LiTN1,5/12/13 8:32,14,
LiTN1,5/12/13 9:32,14,
LiTN1,5/12/13 10:32,14,
LiTN1,5/12/13 11:32,14,
LiTN1,5/12/13 12:32,14,
LiTN1,5/12/13 13:32,14,
LiTN1,5/12/13 14:32,14.5,
LiTN1,5/12/13 15:32,14.5,
LiTN1,5/12/13 16:32,14.5,
LiTN1,5/12/13 17:32,15,
LiTN1,5/12/13 18:32,15,
LiTN1,5/12/13 19:32,15,
LiTN1,5/12/13 20:32,14.5,
LiTN1,5/12/13 21:32,14.5,
LiTN1,5/12/13 22:32,14.5,
LiTN1,5/12/13 23:32,14.5,
LiTN1,5/13/13 0:32,14.5,
LiTN1,5/13/13 1:32,14.5,
LiTN1,5/13/13 2:32,14.5,
LiTN1,5/13/13 3:32,14.5,
LiTN1,5/13/13 4:32,14,
LiTN1,5/13/13 5:32,14,
LiTN1,5/13/13 6:32,13.5,
LiTN1,5/13/13 7:32,13,
LiTN1,5/13/13 8:32,13,
LiTN1,5/13/13 9:32,13,
LiTN1,5/13/13 10:32,12.5,
LiTN1,5/13/13 11:32,12.5,
LiTN1,5/13/13 12:32,12.5,
LiTN1,5/13/13 13:32,12.5,
LiTN1,5/13/13 14:32,13,
LiTN1,5/13/13 15:32,13,
LiTN1,5/13/13 16:32,13,
LiTN1,5/13/13 17:32,13,
LiTN1,5/13/13 18:32,13,
LiTN1,5/13/13 19:32,13,
LiTN1,5/13/13 20:32,13,
LiTN1,5/13/13 21:32,13,
LiTN1,5/13/13 22:32,13,
LiTN1,5/13/13 23:32,13,
LiTN1,5/14/13 0:32,13,
LiTN1,5/14/13 1:32,13,
LiTN1,5/14/13 2:32,13,
LiTN1,5/14/13 3:32,13,
LiTN1,5/14/13 4:32,13,
LiTN1,5/14/13 5:32,12.5,
LiTN1,5/14/13 6:32,12.5,
LiTN1,5/14/13 7:32,12.5,
LiTN1,5/14/13 8:32,12,
LiTN1,5/14/13 9:32,12,
LiTN1,5/14/13 10:32,12,
LiTN1,5/14/13 11:32,12,
LiTN1,5/14/13 12:32,12,
LiTN1,5/14/13 13:32,12.5,
LiTN1,5/14/13 14:32,12.5,
LiTN1,5/14/13 15:32,12.5,
LiTN1,5/14/13 16:32,13,
LiTN1,5/14/13 17:32,13,
LiTN1,5/14/13 18:32,13,
LiTN1,5/14/13 19:32,13,
LiTN1,5/14/13 20:32,13,
LiTN1,5/14/13 21:32,13,
LiTN1,5/14/13 22:32,13,
LiTN1,5/14/13 23:32,13,
LiTN1,5/15/13 0:32,13.5,
LiTN1,5/15/13 1:32,13.5,
LiTN1,5/15/13 2:32,13.5,
LiTN1,5/15/13 3:32,13.5,
LiTN1,5/15/13 4:32,13.5,
LiTN1,5/15/13 5:32,13.5,
LiTN1,5/15/13 6:32,13.5,
LiTN1,5/15/13 7:32,13.5,
LiTN1,5/15/13 8:32,13.5,
LiTN1,5/15/13 9:32,13.5,
LiTN1,5/15/13 10:32,13.5,
LiTN1,5/15/13 11:32,14,
LiTN1,5/15/13 12:32,14,
LiTN1,5/15/13 13:32,14.5,
LiTN1,5/15/13 14:32,14.5,
LiTN1,5/15/13 15:32,14.5,
LiTN1,5/15/13 16:32,15,
LiTN1,5/15/13 17:32,15,
LiTN1,5/15/13 18:32,15,
LiTN1,5/15/13 19:32,15.5,
LiTN1,5/15/13 20:32,15.5,
LiTN1,5/15/13 21:32,15.5,
LiTN1,5/15/13 22:32,15.5,
LiTN1,5/15/13 23:32,15.5,
LiTN1,5/16/13 0:32,15.5,
LiTN1,5/16/13 1:32,16,
LiTN1,5/16/13 2:32,16,
LiTN1,5/16/13 3:32,16,
LiTN1,5/16/13 4:32,16,
LiTN1,5/16/13 5:32,16,
LiTN1,5/16/13 6:32,16,
LiTN1,5/16/13 7:32,16,
LiTN1,5/16/13 8:32,16,
LiTN1,5/16/13 9:32,15.5,
LiTN1,5/16/13 10:32,15.5,
LiTN1,5/16/13 11:32,15.5,
LiTN1,5/16/13 12:32,15.5,
LiTN1,5/16/13 13:32,15.5,
LiTN1,5/16/13 14:32,15.5,
LiTN1,5/16/13 15:32,15.5,
LiTN1,5/16/13 16:32,15.5,
LiTN1,5/16/13 17:32,16,
LiTN1,5/16/13 18:32,16,
LiTN1,5/16/13 19:32,16,
LiTN1,5/16/13 20:32,15.5,
LiTN1,5/16/13 21:32,15.5,
LiTN1,5/16/13 22:32,15.5,
LiTN1,5/16/13 23:32,15.5,
LiTN1,5/17/13 0:32,15.5,
LiTN1,5/17/13 1:32,15.5,
LiTN1,5/17/13 2:32,15.5,
LiTN1,5/17/13 3:32,15.5,
LiTN1,5/17/13 4:32,15.5,
LiTN1,5/17/13 5:32,15.5,
LiTN1,5/17/13 6:32,15.5,
LiTN1,5/17/13 7:32,15.5,
LiTN1,5/17/13 8:32,15.5,
LiTN1,5/17/13 9:32,15.5,
LiTN1,5/17/13 10:32,15.5,
LiTN1,5/17/13 11:32,15.5,
LiTN1,5/17/13 12:32,15.5,
LiTN1,5/17/13 13:32,16,
LiTN1,5/17/13 14:32,16,
LiTN1,5/17/13 15:32,16,
LiTN1,5/17/13 16:32,16.5,
LiTN1,5/17/13 17:32,16.5,
LiTN1,5/17/13 18:32,16,
LiTN1,5/17/13 19:32,16,
LiTN1,5/17/13 20:32,16,
LiTN1,5/17/13 21:32,16,
LiTN1,5/17/13 22:32,16,
LiTN1,5/17/13 23:32,16,
LiTN1,5/18/13 0:32,16,
LiTN1,5/18/13 1:32,16,
LiTN1,5/18/13 2:32,16,
LiTN1,5/18/13 3:32,16,
LiTN1,5/18/13 4:32,16.5,
LiTN1,5/18/13 5:32,16.5,
LiTN1,5/18/13 6:32,16.5,
LiTN1,5/18/13 7:32,16,
LiTN1,5/18/13 8:32,16,
LiTN1,5/18/13 9:32,16,
LiTN1,5/18/13 10:32,16,
LiTN1,5/18/13 11:32,16,
LiTN1,5/18/13 12:32,16,
LiTN1,5/18/13 13:32,16,
LiTN1,5/18/13 14:32,15.5,
LiTN1,5/18/13 15:32,15.5,
LiTN1,5/18/13 16:32,15.5,
LiTN1,5/18/13 17:32,16,
LiTN1,5/18/13 18:32,16,
LiTN1,5/18/13 19:32,16,
LiTN1,5/18/13 20:32,16,
LiTN1,5/18/13 21:32,15.5,
LiTN1,5/18/13 22:32,15.5,
LiTN1,5/18/13 23:32,15.5,
LiTN1,5/19/13 0:32,15.5,
LiTN1,5/19/13 1:32,15.5,
LiTN1,5/19/13 2:32,15.5,
LiTN1,5/19/13 3:32,15.5,
LiTN1,5/19/13 4:32,15.5,
LiTN1,5/19/13 5:32,15.5,
LiTN1,5/19/13 6:32,15.5,
LiTN1,5/19/13 7:32,15.5,
LiTN1,5/19/13 8:32,15.5,
LiTN1,5/19/13 9:32,15.5,
LiTN1,5/19/13 10:32,15.5,
LiTN1,5/19/13 11:32,15.5,
LiTN1,5/19/13 12:32,16,
LiTN1,5/19/13 13:32,15.5,
LiTN1,5/19/13 14:32,15.5,
LiTN1,5/19/13 15:32,15.5,
LiTN1,5/19/13 16:32,15.5,
LiTN1,5/19/13 17:32,15.5,
LiTN1,5/19/13 18:32,16,
LiTN1,5/19/13 19:32,16,
LiTN1,5/19/13 20:32,16,
LiTN1,5/19/13 21:32,16,
LiTN1,5/19/13 22:32,16,
LiTN1,5/19/13 23:32,16,
LiTN1,5/20/13 0:32,16,
LiTN1,5/20/13 1:32,16,
LiTN1,5/20/13 2:32,15.5,
LiTN1,5/20/13 3:32,15.5,
LiTN1,5/20/13 4:32,15.5,
LiTN1,5/20/13 5:32,15.5,
LiTN1,5/20/13 6:32,15.5,
LiTN1,5/20/13 7:32,15.5,
LiTN1,5/20/13 8:32,15.5,
LiTN1,5/20/13 9:32,15.5,
LiTN1,5/20/13 10:32,15.5,
LiTN1,5/20/13 11:32,16,
LiTN1,5/20/13 12:32,16,
LiTN1,5/20/13 13:32,16,
LiTN1,5/20/13 14:32,16.5,
LiTN1,5/20/13 15:32,16.5,
LiTN1,5/20/13 16:32,17,
LiTN1,5/20/13 17:32,17,
LiTN1,5/20/13 18:32,17.5,
LiTN1,5/20/13 19:32,17,
LiTN1,5/20/13 20:32,17,
LiTN1,5/20/13 21:32,17,
LiTN1,5/20/13 22:32,17,
LiTN1,5/20/13 23:32,17,
LiTN1,5/21/13 0:32,17,
LiTN1,5/21/13 1:32,17.5,
LiTN1,5/21/13 2:32,17.5,
LiTN1,5/21/13 3:32,17.5,
LiTN1,5/21/13 4:32,17.5,
LiTN1,5/21/13 5:32,17.5,
LiTN1,5/21/13 6:32,17.5,
LiTN1,5/21/13 7:32,17.5,
LiTN1,5/21/13 8:32,17.5,
LiTN1,5/21/13 9:32,17.5,
LiTN1,5/21/13 10:32,17.5,
LiTN1,5/21/13 11:32,17.5,
LiTN1,5/21/13 12:32,17.5,
LiTN1,5/21/13 13:32,17.5,
LiTN1,5/21/13 14:32,18,
LiTN1,5/21/13 15:32,18.5,
LiTN1,5/21/13 16:32,18.5,
LiTN1,5/21/13 17:32,18.5,
LiTN1,5/21/13 18:32,18.5,
LiTN1,5/21/13 19:32,18,
LiTN1,5/21/13 20:32,18,
LiTN1,5/21/13 21:32,18,
LiTN1,5/21/13 22:32,18,
LiTN1,5/21/13 23:32,18,
LiTN1,5/22/13 0:32,18,
LiTN1,5/22/13 1:32,18,
LiTN1,5/22/13 2:32,18.5,
LiTN1,5/22/13 3:32,18.5,
LiTN1,5/22/13 4:32,18.5,
LiTN1,5/22/13 5:32,18,
LiTN1,5/22/13 6:32,18,
LiTN1,5/22/13 7:32,17.5,
LiTN1,5/22/13 8:32,17.5,
LiTN1,5/22/13 9:32,17.5,
LiTN1,5/22/13 10:32,17.5,
LiTN1,5/22/13 11:32,17.5,
LiTN1,5/22/13 12:32,17.5,
LiTN1,5/22/13 13:32,17.5,
LiTN1,5/22/13 14:32,18,
LiTN1,5/22/13 15:32,17.5,
LiTN1,5/22/13 16:32,17.5,
LiTN1,5/22/13 17:32,17.5,
LiTN1,5/22/13 18:32,17.5,
LiTN1,5/22/13 19:32,17.5,
LiTN1,5/22/13 20:32,17.5,
LiTN1,5/22/13 21:32,17.5,
LiTN1,5/22/13 22:32,17.5,
LiTN1,5/22/13 23:32,17.5,
LiTN1,5/23/13 0:32,17.5,
LiTN1,5/23/13 1:32,17.5,
LiTN1,5/23/13 2:32,18,
LiTN1,5/23/13 3:32,18,
LiTN1,5/23/13 4:32,18,
LiTN1,5/23/13 5:32,18,
LiTN1,5/23/13 6:32,18,
LiTN1,5/23/13 7:32,17.5,
LiTN1,5/23/13 8:32,17.5,
LiTN1,5/23/13 9:32,17,
LiTN1,5/23/13 10:32,17,
LiTN1,5/23/13 11:32,17,
LiTN1,5/23/13 12:32,17.5,
LiTN1,5/23/13 13:32,17.5,
LiTN1,5/23/13 14:32,17.5,
LiTN1,5/23/13 15:32,17.5,
LiTN1,5/23/13 16:32,18,
LiTN1,5/23/13 17:32,18,
LiTN1,5/23/13 18:32,18,
LiTN1,5/23/13 19:32,18,
LiTN1,5/23/13 20:32,18,
LiTN1,5/23/13 21:32,18,
LiTN1,5/23/13 22:32,18,
LiTN1,5/23/13 23:32,17.5,
LiTN1,5/24/13 0:32,17.5,
LiTN1,5/24/13 1:32,17.5,
LiTN1,5/24/13 2:32,17.5,
LiTN1,5/24/13 3:32,17.5,
LiTN1,5/24/13 4:32,17.5,
LiTN1,5/24/13 5:32,17.5,
LiTN1,5/24/13 6:32,17.5,
LiTN1,5/24/13 7:32,17,
LiTN1,5/24/13 8:32,17,
LiTN1,5/24/13 9:32,17,
LiTN1,5/24/13 10:32,17,
LiTN1,5/24/13 11:32,17,
LiTN1,5/24/13 12:32,17,
LiTN1,5/24/13 13:32,17.5,
LiTN1,5/24/13 14:32,17.5,
LiTN1,5/24/13 15:32,17.5,
LiTN1,5/24/13 16:32,17.5,
LiTN1,5/24/13 17:32,17.5,
LiTN1,5/24/13 18:32,17.5,
LiTN1,5/24/13 19:32,17.5,
LiTN1,5/24/13 20:32,17,
LiTN1,5/24/13 21:32,17,
LiTN1,5/24/13 22:32,17,
LiTN1,5/24/13 23:32,17,
LiTN1,5/25/13 0:32,16.5,
LiTN1,5/25/13 1:32,16.5,
LiTN1,5/25/13 2:32,16.5,
LiTN1,5/25/13 3:32,16.5,
LiTN1,5/25/13 4:32,16.5,
LiTN1,5/25/13 5:32,16.5,
LiTN1,5/25/13 6:32,16,
LiTN1,5/25/13 7:32,16,
LiTN1,5/25/13 8:32,16,
LiTN1,5/25/13 9:32,16,
LiTN1,5/25/13 10:32,16,
LiTN1,5/25/13 11:32,16,
LiTN1,5/25/13 12:32,16,
LiTN1,5/25/13 13:32,16,
LiTN1,5/25/13 14:32,16,
LiTN1,5/25/13 15:32,16,
LiTN1,5/25/13 16:32,16,
LiTN1,5/25/13 17:32,16,
LiTN1,5/25/13 18:32,16,
LiTN1,5/25/13 19:32,15.5,
LiTN1,5/25/13 20:32,15.5,
LiTN1,5/25/13 21:32,15.5,
LiTN1,5/25/13 22:32,15,
LiTN1,5/25/13 23:32,15,
LiTN1,5/26/13 0:32,15,
LiTN1,5/26/13 1:32,15,
LiTN1,5/26/13 2:32,15,
LiTN1,5/26/13 3:32,15,
LiTN1,5/26/13 4:32,15,
LiTN1,5/26/13 5:32,15,
LiTN1,5/26/13 6:32,15,
LiTN1,5/26/13 7:32,15,
LiTN1,5/26/13 8:32,15,
LiTN1,5/26/13 9:32,15,
LiTN1,5/26/13 10:32,15,
LiTN1,5/26/13 11:32,15,
LiTN1,5/26/13 12:32,15,
LiTN1,5/26/13 13:32,15,
LiTN1,5/26/13 14:32,15.5,
LiTN1,5/26/13 15:32,15.5,
LiTN1,5/26/13 16:32,15.5,
LiTN1,5/26/13 17:32,15.5,
LiTN1,5/26/13 18:32,15.5,
LiTN1,5/26/13 19:32,15.5,
LiTN1,5/26/13 20:32,15,
LiTN1,5/26/13 21:32,15,
LiTN1,5/26/13 22:32,15,
LiTN1,5/26/13 23:32,15,
LiTN1,5/27/13 0:32,15,
LiTN1,5/27/13 1:32,15,
LiTN1,5/27/13 2:32,15,
LiTN1,5/27/13 3:32,15,
LiTN1,5/27/13 4:32,15,
LiTN1,5/27/13 5:32,15,
LiTN1,5/27/13 6:32,15,
LiTN1,5/27/13 7:32,15,
LiTN1,5/27/13 8:32,15,
LiTN1,5/27/13 9:32,15,
LiTN1,5/27/13 10:32,15,
LiTN1,5/27/13 11:32,15.5,
LiTN1,5/27/13 12:32,15.5,
LiTN1,5/27/13 13:32,16,
LiTN1,5/27/13 14:32,16,
LiTN1,5/27/13 15:32,16,
LiTN1,5/27/13 16:32,16,
LiTN1,5/27/13 17:32,16,
LiTN1,5/27/13 18:32,16,
LiTN1,5/27/13 19:32,16,
LiTN1,5/27/13 20:32,16,
LiTN1,5/27/13 21:32,16,
LiTN1,5/27/13 22:32,16,
LiTN1,5/27/13 23:32,16,
LiTN1,5/28/13 0:32,16,
LiTN1,5/28/13 1:32,16,
LiTN1,5/28/13 2:32,16,
LiTN1,5/28/13 3:32,16.5,
LiTN1,5/28/13 4:32,16.5,
LiTN1,5/28/13 5:32,16.5,
LiTN1,5/28/13 6:32,16.5,
LiTN1,5/28/13 7:32,16.5,
LiTN1,5/28/13 8:32,16.5,
LiTN1,5/28/13 9:32,16.5,
LiTN1,5/28/13 10:55,17,
LiTN1,5/28/13 11:55,17,
LiTN1,5/28/13 12:55,17.5,
LiTN1,5/28/13 13:55,17.5,
LiTN1,5/28/13 14:55,17.5,
LiTN1,5/28/13 15:55,18,
LiTN1,5/28/13 16:55,18,
LiTN1,5/28/13 17:55,17.5,
LiTN1,5/28/13 18:55,17.5,
LiTN1,5/28/13 19:55,17.5,
LiTN1,5/28/13 20:55,17,
LiTN1,5/28/13 21:55,17,
LiTN1,5/28/13 22:55,17,
LiTN1,5/28/13 23:55,17,
LiTN1,5/29/13 0:55,17.5,
LiTN1,5/29/13 1:55,17.5,
LiTN1,5/29/13 2:55,17.5,
LiTN1,5/29/13 3:55,18,
LiTN1,5/29/13 4:55,18,
LiTN1,5/29/13 5:55,18,
LiTN1,5/29/13 6:55,18,
LiTN1,5/29/13 7:55,18,
LiTN1,5/29/13 8:55,18,
LiTN1,5/29/13 9:55,18,
LiTN1,5/29/13 10:55,18,
LiTN1,5/29/13 11:55,18.5,
LiTN1,5/29/13 12:55,18.5,
LiTN1,5/29/13 13:55,19,
LiTN1,5/29/13 14:55,19,
LiTN1,5/29/13 15:55,19,
LiTN1,5/29/13 16:55,19,
LiTN1,5/29/13 17:55,19,
LiTN1,5/29/13 18:55,19,
LiTN1,5/29/13 19:55,18.5,
LiTN1,5/29/13 20:55,18.5,
LiTN1,5/29/13 21:55,18.5,
LiTN1,5/29/13 22:55,18.5,
LiTN1,5/29/13 23:55,18.5,
LiTN1,5/30/13 0:55,18.5,
LiTN1,5/30/13 1:55,18.5,
LiTN1,5/30/13 2:55,18.5,
LiTN1,5/30/13 3:55,18.5,
LiTN1,5/30/13 4:55,18.5,
LiTN1,5/30/13 5:55,18.5,
LiTN1,5/30/13 6:55,18.5,
LiTN1,5/30/13 7:55,18.5,
LiTN1,5/30/13 8:55,18.5,
LiTN1,5/30/13 9:55,19,
LiTN1,5/30/13 10:55,19,
LiTN1,5/30/13 11:55,19.5,
LiTN1,5/30/13 12:55,19.5,
LiTN1,5/30/13 13:55,19.5,
LiTN1,5/30/13 14:55,20,
LiTN1,5/30/13 15:55,20,
LiTN1,5/30/13 16:55,20,
LiTN1,5/30/13 17:55,20,
LiTN1,5/30/13 18:55,19.5,
LiTN1,5/30/13 19:55,19.5,
LiTN1,5/30/13 20:55,19,
LiTN1,5/30/13 21:55,19,
LiTN1,5/30/13 22:55,18.5,
LiTN1,5/30/13 23:55,18.5,
LiTN1,5/31/13 0:55,18.5,
LiTN1,5/31/13 1:55,18.5,
LiTN1,5/31/13 2:55,18.5,
LiTN1,5/31/13 3:55,18.5,
LiTN1,5/31/13 4:55,18.5,
LiTN1,5/31/13 5:55,19,
LiTN1,5/31/13 6:55,19,
LiTN1,5/31/13 7:55,19,
LiTN1,5/31/13 8:55,19,
LiTN1,5/31/13 9:55,19,
LiTN1,5/31/13 10:55,19,
LiTN1,5/31/13 11:55,19.5,
LiTN1,5/31/13 12:55,19.5,
LiTN1,5/31/13 13:55,20,
LiTN1,5/31/13 14:55,20,
LiTN1,5/31/13 15:55,20.5,
LiTN1,5/31/13 16:55,20.5,
LiTN1,5/31/13 17:55,20.5,
LiTN1,5/31/13 18:55,20,
LiTN1,5/31/13 19:55,19.5,
